site,regime_ref,T_amb,HR,LF,P_mesuree,P_ref,delta_P,T_norm,I_ineff_ref,cluster_fcm,u_0,u_1,u_2,cluster_gmm
Site_1,1,32.95,49.57,0.6076,64.88,50.0,0.2976,0.4316,0.3635,1,0.07089567592149107,0.7474196444926091,0.18168467958589984,1
Site_1,0,18.49,68.0,0.9465,47.09,50.0,-0.0581,0.0,0.0107,0,0.9172860304673779,0.06213009240573956,0.020583877126882533,0
Site_1,2,38.16,65.0,0.5622,68.18,50.0,0.3636,0.6053,0.463,2,0.043034438333712594,0.28609461535382863,0.6708709463124588,2
Site_1,2,38.79,50.22,0.4964,80.22,50.0,0.6043,0.6262,0.5919,2,0.023175847107777557,0.07885936980202991,0.8979647830901926,2
Site_1,0,24.3,66.77,0.8598,42.17,50.0,-0.1566,0.1432,0.0782,0,0.9267160986250781,0.05661834003652649,0.016665561338395373,0
Site_1,0,23.06,45.66,0.8828,38.0,50.0,-0.24,0.1021,0.0592,0,0.8626159778866771,0.10240847678429368,0.03497554532902916,0
Site_1,1,33.24,60.12,0.5658,58.92,50.0,0.1784,0.4412,0.3215,1,0.10711750440382434,0.6965074590017954,0.19637503659438024,1
Site_1,1,32.03,64.34,0.6812,59.76,50.0,0.1951,0.4011,0.292,1,0.039923413054226975,0.9284200304577838,0.031656556487989276,1
Site_1,1,34.35,59.94,0.7059,63.46,50.0,0.2691,0.4785,0.3474,1,0.009587140771662369,0.9772740203657102,0.013138838862627495,1
Site_1,0,27.04,52.85,0.9019,46.87,50.0,-0.0625,0.2345,0.1017,0,0.9460093529475704,0.04333958375105872,0.010651063301370917,0
Site_1,1,32.77,49.71,0.8019,57.08,50.0,0.1416,0.4256,0.2523,1,0.17413871044362908,0.775447985691346,0.050413303865024885,1
Site_1,0,25.0,58.06,0.8425,51.11,50.0,0.0223,0.1667,0.0999,0,0.9518653251546232,0.03959866533364535,0.008536009511731288,0
Site_1,1,31.96,53.68,0.7474,67.09,50.0,0.3419,0.3988,0.344,1,0.07875938566902023,0.8396443305036132,0.08159628382736658,1
Site_1,1,31.42,78.24,0.5931,60.77,50.0,0.2154,0.3805,0.3115,1,0.10352342827964466,0.7457603076668607,0.15071626405349453,1
Site_1,0,24.3,55.04,0.8747,44.39,50.0,-0.1123,0.1434,0.0753,0,0.9667030925775337,0.026016703299869316,0.00728020412259696,0
Site_1,2,39.82,34.34,0.5114,67.7,50.0,0.354,0.6605,0.4882,2,0.0290282043915223,0.1454834986838438,0.8254882969246341,2
Site_1,2,40.43,47.08,0.4916,73.26,50.0,0.4652,0.6809,0.5493,2,0.003925669905037156,0.01596561585658336,0.9801087142383794,2
Site_1,1,36.37,65.96,0.6643,67.0,50.0,0.34,0.5458,0.4112,1,0.048486710187630386,0.7717281655747286,0.179785124237641,1
Site_1,2,44.21,39.5,0.5893,66.41,50.0,0.3283,0.8069,0.5123,2,0.047531236203782905,0.24283894940325154,0.7096298143929656,2
Site_1,1,38.13,58.07,0.6403,60.12,50.0,0.2024,0.6043,0.3746,1,0.05639309979785418,0.7976700303394257,0.14593686986272003,1
Site_1,1,29.64,80.0,0.7887,61.49,50.0,0.2298,0.3212,0.2581,1,0.19875262049217707,0.7387098673700215,0.0625375121378015,1
Site_1,2,44.12,48.31,0.4485,76.27,50.0,0.5255,0.8039,0.6281,2,0.011710907062660566,0.037965885427183974,0.9503232075101554,2
Site_1,0,33.85,49.39,0.8386,44.6,50.0,-0.108,0.4618,0.1939,0,0.563551123605288,0.3566271137678682,0.0798217626268437,0
Site_1,1,36.08,64.07,0.7678,54.56,50.0,0.0913,0.5361,0.2752,1,0.12775073956745603,0.8082857723653847,0.06396348806715925,1
Site_1,0,16.16,43.35,0.9225,54.25,50.0,0.0849,0.0,0.0537,0,0.8695961204963363,0.09980474542577485,0.03059913407788891,0
Site_1,2,38.38,50.11,0.6072,71.64,50.0,0.4328,0.6126,0.4878,2,0.04208700944211691,0.27706092996585596,0.6808520605920271,2
Site_1,2,38.77,64.35,0.4885,80.01,50.0,0.6002,0.6258,0.5914,2,0.022686151735921714,0.07666165610932468,0.9006521921547535,2
Site_1,2,41.78,65.0,0.5457,62.15,50.0,0.2429,0.7259,0.4543,2,0.0657126577421164,0.35363116735987793,0.5806561748980058,2
Site_1,0,19.23,37.77,0.9126,48.35,50.0,-0.0329,0.0,0.0175,0,0.9344037403582335,0.04981627602850994,0.015779983613256516,0
Site_1,0,25.17,55.31,0.847,47.32,50.0,-0.0536,0.1724,0.0909,0,0.9774327331171757,0.01818535147209128,0.004381915410733035,0
Site_1,0,26.95,51.94,0.8032,49.84,50.0,-0.0032,0.2318,0.1205,0,0.8361426952956751,0.13796309414648755,0.025894210557837395,0
Site_1,1,27.99,66.16,0.8057,56.2,50.0,0.124,0.2663,0.1878,0,0.5314334557334945,0.41538364491452057,0.05318289935198483,1
Site_1,2,39.97,25.0,0.4409,77.08,50.0,0.5416,0.6656,0.5885,2,0.015558191792993949,0.051643719068081066,0.932798089138925,2
Site_1,1,35.08,62.77,0.6522,61.36,50.0,0.2272,0.5026,0.3477,1,0.028461637496314987,0.9200686758419847,0.051469686661700445,1
Site_1,2,39.87,54.58,0.5426,70.35,50.0,0.407,0.6624,0.5065,2,0.01777247297223042,0.09374076823282326,0.8884867587949464,2
Site_1,0,30.53,52.91,0.9631,49.2,50.0,-0.0161,0.351,0.1302,0,0.75940689220354,0.19299672423890285,0.047596383557557305,0
Site_1,0,19.73,45.34,0.8817,47.45,50.0,-0.051,0.0,0.0237,0,0.9388040254457807,0.04660311967774017,0.014592854876479096,0
Site_1,0,25.43,56.14,0.7844,43.75,50.0,-0.125,0.1809,0.1064,0,0.8499269295295375,0.11887123603104213,0.03120183443942032,0
Site_1,1,31.62,79.96,0.6674,63.78,50.0,0.2757,0.3872,0.3261,1,0.05307178361924147,0.8811292790327938,0.06579893734796466,1
Site_1,1,32.77,68.7,0.696,60.03,50.0,0.2005,0.4256,0.3,1,0.018359619531173973,0.9666428404036929,0.014997540065133248,1
Site_1,0,20.37,47.76,0.8532,46.23,50.0,-0.0755,0.0123,0.0336,0,0.9350717168204183,0.04958133093478689,0.015346952244794711,0
Site_1,0,29.47,66.36,0.7615,42.72,50.0,-0.1456,0.3158,0.1582,0,0.6687407903217188,0.26629065288970677,0.0649685567885743,0
Site_1,1,33.16,56.6,0.7997,62.07,50.0,0.2415,0.4388,0.3023,1,0.08607224988870994,0.8680979800578619,0.04582977005342813,1
Site_1,0,26.19,45.13,0.7958,43.97,50.0,-0.1205,0.2063,0.113,0,0.8566088378111438,0.11446112473621246,0.028930037452643678,0
Site_1,1,36.62,66.12,0.7408,58.94,50.0,0.1789,0.5541,0.3263,1,0.03272805439119414,0.9363252919066359,0.03094665370216986,1
Site_1,1,33.11,50.69,0.7373,53.32,50.0,0.0665,0.4369,0.2354,1,0.17633549339343857,0.7643891297271515,0.05927537687940998,1
Site_1,0,19.57,50.09,0.8918,49.82,50.0,-0.0035,0.0,0.0216,0,0.9330676576109327,0.05123863830753093,0.015693704081536447,0
Site_1,0,16.05,44.77,0.9256,46.89,50.0,-0.0621,0.0,0.0149,0,0.9286270690366748,0.053827703934157645,0.017545227029167387,0
Site_1,1,37.23,53.33,0.8185,67.0,50.0,0.3401,0.5743,0.3903,1,0.10775749896133716,0.7555703798641289,0.13667212117453384,1
Site_1,0,19.02,39.97,0.8831,46.17,50.0,-0.0766,0.0,0.0234,0,0.9351950999612367,0.04912207230046797,0.01568282773829523,0
Site_1,1,35.51,53.75,0.7347,65.21,50.0,0.3042,0.5169,0.3708,1,0.029631846449783006,0.9243237952673897,0.04604435828282718,1
Site_1,0,20.57,64.24,0.859,40.93,50.0,-0.1815,0.019,0.0349,0,0.8878882758617126,0.08368173312111762,0.02842999101716966,0
Site_1,1,35.12,68.58,0.6699,68.36,50.0,0.3673,0.504,0.4077,1,0.055869864341372456,0.7596519692586684,0.18447816639995912,1
Site_1,1,31.55,45.0,0.6866,50.0,50.0,0.0,0.385,0.1974,1,0.2981292325275212,0.6109908040014073,0.09087996347107151,1
Site_1,0,25.43,66.79,0.9399,47.6,50.0,-0.048,0.181,0.0754,0,0.9552400829492058,0.03519860933775808,0.00956130771303616,0
Site_1,0,26.76,60.25,0.8902,45.86,50.0,-0.0828,0.2254,0.1008,0,0.9494970481979406,0.04036772678345066,0.01013522501860882,0
Site_1,2,39.59,51.04,0.4788,71.17,50.0,0.4234,0.6531,0.5234,2,0.013665647082223245,0.05703328004603952,0.9293010728717374,2
Site_1,1,40.45,66.48,0.7639,55.49,50.0,0.1098,0.6816,0.3352,1,0.13241596911922465,0.7364516659035388,0.1311323649772365,1
Site_1,0,23.93,53.78,0.9804,50.69,50.0,0.0138,0.1309,0.0559,0,0.905435626846112,0.07318085602065229,0.021383517133235795,0
Site_1,0,26.59,44.11,0.8817,50.17,50.0,0.0033,0.2197,0.102,0,0.9534542603538905,0.03823897868012302,0.008306760965986506,0
Site_1,1,33.61,80.0,0.85,62.46,50.0,0.2492,0.4535,0.3009,1,0.17470479841428233,0.7461224433926433,0.07917275819307423,1
Site_1,1,38.48,48.95,0.6963,67.4,50.0,0.3479,0.6161,0.433,1,0.0575494325733904,0.7190945680313706,0.22335599939523895,1
Site_1,0,28.13,40.73,0.8006,44.8,50.0,-0.1039,0.271,0.1347,0,0.8039941843970771,0.15971687640771598,0.036288939195206815,0
Site_1,1,26.0,46.63,0.7908,61.09,50.0,0.2218,0.2,0.2117,1,0.42442626133445865,0.4964868653072026,0.07908687335833879,1
Site_1,0,21.99,52.38,0.8105,49.13,50.0,-0.0174,0.0664,0.0612,0,0.9235560856045694,0.060372449116638124,0.01607146527879251,0
Site_1,2,42.39,54.04,0.4647,81.74,50.0,0.6349,0.7464,0.654,2,0.022075517028702897,0.06741024722335988,0.9105142357479373,2
Site_1,0,27.29,37.56,0.7666,40.13,50.0,-0.1973,0.2429,0.1317,0,0.7420113449484571,0.20041356987068665,0.05757508518085634,0
Site_1,1,34.41,58.52,0.85,55.02,50.0,0.1003,0.4802,0.2432,1,0.2952445228066064,0.630295437896471,0.0744600392969226,1
Site_1,1,36.64,46.01,0.6919,54.99,50.0,0.0998,0.5546,0.3006,1,0.08048685089596622,0.846834910969628,0.07267823813440578,1
Site_1,1,30.44,52.86,0.7462,59.46,50.0,0.1892,0.3478,0.2576,1,0.11631078404392513,0.8402591613452992,0.04343005461077566,1
Site_1,2,42.59,50.03,0.6196,85.13,50.0,0.7027,0.7529,0.6558,2,0.05661109441128839,0.1774055974164398,0.7659833081722719,2
Site_1,0,18.69,65.5,0.8946,48.13,50.0,-0.0374,0.0,0.0211,0,0.9387191873477321,0.046669274223871654,0.014611538428396239,0
Site_1,2,39.11,58.76,0.4205,71.53,50.0,0.4305,0.6369,0.5325,2,0.027316247393002417,0.09565014187813656,0.8770336107288611,2
Site_1,1,32.74,66.63,0.6972,64.7,50.0,0.294,0.4245,0.3414,1,0.031902253899418954,0.9266002380023732,0.04149750809820783,1
Site_1,0,30.51,56.67,0.8432,46.76,50.0,-0.0647,0.3505,0.154,0,0.737960161124648,0.21826064849052476,0.0437791903848272,0
Site_1,0,24.91,52.57,0.981,45.79,50.0,-0.0841,0.1637,0.0611,0,0.9093166114531598,0.06948645812866619,0.021196930418173908,0
Site_1,2,39.79,32.07,0.6395,71.61,50.0,0.4323,0.6598,0.4976,2,0.047935579734326154,0.31968725574681256,0.6323771645188614,2
Site_1,1,30.38,58.54,0.7609,58.93,50.0,0.1786,0.3459,0.2493,1,0.15048384826116004,0.8025652770062054,0.04695087473263457,1
Site_1,1,33.7,64.37,0.6521,63.35,50.0,0.267,0.4566,0.3495,1,0.034619092279600985,0.9024488238923228,0.06293208382807626,1
Site_1,1,34.31,61.32,0.85,63.29,50.0,0.2658,0.4769,0.3165,1,0.1584790350555099,0.7556249172469721,0.08589604769751796,1
Site_1,0,24.98,54.17,0.8451,51.49,50.0,0.0297,0.166,0.1024,0,0.9480243430112263,0.04279378171755866,0.009181875271215076,0
Site_1,0,30.2,54.29,0.8161,56.68,50.0,0.1337,0.3402,0.216,1,0.36957265784968996,0.573459620106979,0.05696772204333098,1
Site_1,1,33.45,75.84,0.6557,59.58,50.0,0.1917,0.4484,0.3121,1,0.03652432736530082,0.9214161161342094,0.042059556500489786,1
Site_1,1,29.49,58.21,0.55,59.82,50.0,0.1963,0.3164,0.2891,1,0.1621150516958522,0.6257759268879644,0.21210902141618343,1
Site_1,0,25.3,59.41,0.8655,43.81,50.0,-0.1238,0.1765,0.0887,0,0.9481346696722114,0.040746693632613795,0.011118636695174966,0
Site_1,0,28.63,54.24,0.9489,45.13,50.0,-0.0973,0.2878,0.1109,0,0.8584648546447435,0.11127529537840038,0.030259849976856015,0
Site_1,1,31.95,69.99,0.7851,52.24,50.0,0.0448,0.3982,0.2025,1,0.36034827989699303,0.5775932612440222,0.06205845885898491,1
Site_1,2,39.36,55.89,0.5207,65.63,50.0,0.3125,0.6452,0.4623,2,0.045824460043957675,0.2505850797494204,0.7035904602066219,2
Site_1,2,40.87,46.32,0.579,83.92,50.0,0.6784,0.6955,0.6329,2,0.042242507749033105,0.13821699779230984,0.819540494458657,2
Site_1,1,39.24,56.16,0.85,61.46,50.0,0.2292,0.6414,0.3576,1,0.15147336973503092,0.7168285717637236,0.1316980585012455,1
Site_1,0,23.64,61.35,0.9514,50.69,50.0,0.0137,0.1215,0.0584,0,0.9401478903054491,0.046751605571567045,0.01310050412298406,0
Site_1,0,23.69,67.06,0.8846,47.09,50.0,-0.0581,0.1231,0.0661,0,0.9946534423056215,0.0042092362890379575,0.001137321405340513,0
Site_1,2,42.24,51.41,0.5303,73.44,50.0,0.4688,0.7412,0.5643,2,0.0017234817718420846,0.007322461375054069,0.9909540568531038,2
Site_1,0,23.95,53.42,0.8466,49.61,50.0,-0.0077,0.1317,0.0768,0,0.9818313747790524,0.014646154854137136,0.0035224703668105418,0
Site_1,0,27.43,52.77,0.7604,50.54,50.0,0.0108,0.2477,0.1395,0,0.6671729593082785,0.2845934665281692,0.048233574163552353,0
Site_1,2,39.86,41.24,0.3114,77.55,50.0,0.551,0.6621,0.6174,2,0.056622641793662866,0.14735171629903637,0.7960256419073007,2
Site_1,1,33.09,55.13,0.7586,59.05,50.0,0.181,0.4362,0.2824,1,0.04496160202872576,0.9326700798991648,0.022368318072109275,1
Site_1,0,24.79,59.05,0.8462,44.99,50.0,-0.1003,0.1596,0.0866,0,0.9592218153688843,0.03226772643513174,0.00851045819598395,0
Site_1,2,43.92,43.72,0.5645,81.78,50.0,0.6355,0.7972,0.6521,2,0.02834887773052007,0.09397912960301923,0.8776719926664608,2
Site_1,2,46.07,32.15,0.5273,81.15,50.0,0.623,0.8689,0.679,2,0.027463385860206715,0.08561223287695288,0.8869243812628403,2
Site_1,0,31.46,45.81,0.8785,50.79,50.0,0.0157,0.3821,0.1651,0,0.6483045875829594,0.29933591314834285,0.05235949926869784,0
Site_1,0,26.75,49.26,0.9183,49.17,50.0,-0.0165,0.2248,0.095,0,0.9448401399598197,0.04447418559046863,0.01068567444971144,0
Site_1,1,37.02,65.79,0.7005,61.78,50.0,0.2357,0.5672,0.3645,1,0.0222689592702205,0.9387760646175993,0.03895497611218012,1
Site_1,0,26.28,47.41,0.8686,47.91,50.0,-0.0417,0.2095,0.0996,0,0.971261070091341,0.023346251217787974,0.005392678690870923,0
Site_1,1,36.68,64.65,0.7659,57.46,50.0,0.1492,0.5561,0.3086,1,0.06904767153641878,0.8819459906131215,0.049006337850459686,1
Site_1,2,38.54,47.33,0.5522,69.61,50.0,0.3922,0.618,0.4824,2,0.031557525684258965,0.18598933632111558,0.7824531379946255,2
Site_1,1,37.3,55.5,0.85,57.47,50.0,0.1493,0.5767,0.299,1,0.19028774232266138,0.7147771038207968,0.09493515385654172,1
Site_1,0,31.59,57.81,0.9496,50.52,50.0,0.0105,0.3862,0.15,0,0.6909417746680505,0.25184675203989326,0.057211473292056225,0
Site_1,2,48.81,48.36,0.4207,83.86,50.0,0.6772,0.9605,0.7568,2,0.0518534857860567,0.1338237086769055,0.814322805537038,2
Site_1,2,45.32,45.71,0.5664,75.46,50.0,0.5091,0.8439,0.6112,2,0.01751920577692951,0.06659119564133088,0.9158895985817395,2
Site_1,1,26.47,66.16,0.6193,50.35,50.0,0.0069,0.2158,0.1548,1,0.4045262224779454,0.47374479883269194,0.12172897868936279,1
Site_1,0,22.15,67.72,0.8615,47.94,50.0,-0.0412,0.0715,0.0527,0,0.9780854089402689,0.0171445330285769,0.004770058031154303,0
Site_1,0,25.62,48.7,0.9036,40.96,50.0,-0.1809,0.1872,0.0848,0,0.8996354188925864,0.07696590648633411,0.023398674621079564,0
Site_1,0,25.45,52.79,0.8776,54.11,50.0,0.0823,0.1816,0.125,0,0.889033041584392,0.09174824092608394,0.019218717489524098,0
Site_1,1,34.08,62.06,0.6295,60.06,50.0,0.2013,0.4692,0.3289,1,0.05052480384070709,0.8693462100558533,0.08012898610343965,1
Site_1,0,28.95,47.75,0.8993,52.0,50.0,0.0401,0.2984,0.1426,0,0.805170163814774,0.16321993061425338,0.03160990557097259,0
Site_1,0,30.01,57.46,0.8889,48.33,50.0,-0.0334,0.3336,0.139,0,0.8006766407435184,0.16495522490120917,0.03436813435527242,0
Site_1,0,25.78,35.34,0.9389,49.29,50.0,-0.0142,0.1925,0.0796,0,0.9479944010325608,0.0413094275387831,0.010696171428656144,0
Site_1,2,45.75,58.85,0.5964,76.93,50.0,0.5385,0.8583,0.6235,2,0.02932042973268147,0.10833232227483026,0.8623472479924883,2
Site_1,2,37.32,34.89,0.5803,73.62,50.0,0.4723,0.5772,0.4985,2,0.037558521556358256,0.20472282101691955,0.7577186574267221,2
Site_1,0,23.92,44.4,0.8829,49.35,50.0,-0.0129,0.1305,0.0691,0,0.9974587750236833,0.0020269779597191892,0.0005142470165974707,0
Site_1,2,38.47,40.97,0.5311,76.52,50.0,0.5304,0.6155,0.5479,2,0.01658958504398036,0.06860919099603624,0.9148012239599834,2
Site_1,2,43.51,44.51,0.4829,71.9,50.0,0.4381,0.7836,0.5748,2,0.006615437540113952,0.02506602249120624,0.96831853996868,2
Site_1,2,45.31,39.18,0.4578,72.42,50.0,0.4485,0.8437,0.6056,2,0.01564730903999388,0.053032931953616406,0.9313197590063899,2
Site_1,1,31.75,74.78,0.8371,60.42,50.0,0.2084,0.3917,0.2634,1,0.2255431868117816,0.7088962222433672,0.06556059094485119,1
Site_1,0,29.86,49.8,0.9444,47.31,50.0,-0.0538,0.3288,0.1262,0,0.812718332339692,0.1499527926283487,0.03732887503195918,0
Site_1,2,45.18,31.28,0.5508,72.07,50.0,0.4414,0.8395,0.5823,2,0.016326326219664813,0.06607919441429776,0.9175944793660374,2
Site_1,0,20.64,41.24,0.888,47.11,50.0,-0.0579,0.0214,0.0299,0,0.9522468113875072,0.0365142425185854,0.01123894609390739,0
Site_1,0,32.24,50.58,0.8834,48.17,50.0,-0.0365,0.4081,0.1662,0,0.6562567428448864,0.28628246330121676,0.05746079385389673,0
Site_1,0,16.19,55.78,0.9364,46.39,50.0,-0.0723,0.0,0.0127,0,0.9218247017434796,0.05873147251460523,0.019443825741915208,0
Site_1,0,30.15,56.35,0.8391,52.29,50.0,0.0458,0.3384,0.1712,0,0.6291301013415951,0.3239251752823594,0.04694472337604552,0
Site_1,0,16.95,40.94,0.8946,45.37,50.0,-0.0926,0.0,0.0211,0,0.9307268538817145,0.05226658922329931,0.0170065568949863,0
Site_1,0,34.0,60.75,0.931,43.52,50.0,-0.1296,0.4667,0.1771,0,0.6362275018538047,0.2853658861018844,0.07840661204431093,0
Site_1,1,39.57,75.36,0.55,58.92,50.0,0.1784,0.6523,0.3986,1,0.08924871718654236,0.5195821787318946,0.39116910408156313,1
Site_1,2,44.5,34.49,0.3,75.03,50.0,0.5007,0.8168,0.6512,2,0.05625320317531821,0.14452839451840122,0.7992184023062806,2
Site_1,0,23.86,35.7,0.8409,54.68,50.0,0.0936,0.1287,0.119,0,0.8618665367167044,0.11346768412165627,0.02466577916163934,0
Site_1,0,27.4,52.21,0.8992,49.81,50.0,-0.0038,0.2466,0.1065,0,0.9262972733705519,0.0603895654567144,0.01331316117273354,0
Site_1,0,24.35,38.98,0.8529,56.22,50.0,0.1245,0.1449,0.1362,0,0.8089444109550821,0.15787312150853255,0.03318246753638546,0
Site_1,0,25.37,45.0,0.8773,52.8,50.0,0.056,0.1791,0.1125,0,0.9320888794566035,0.055873402710200706,0.012037717833195799,0
Site_1,1,37.68,50.36,0.7512,62.65,50.0,0.253,0.5892,0.3698,1,0.0421598593214786,0.897176035102849,0.06066410557567232,1
Site_1,0,19.9,55.19,0.7813,47.69,50.0,-0.0462,0.0,0.0437,0,0.8535302015064073,0.112234527331767,0.03423527116182559,0
Site_1,2,44.7,42.78,0.385,77.93,50.0,0.5586,0.8234,0.6625,2,0.030794063260196205,0.08738095634104269,0.881824980398761,2
Site_1,2,45.52,55.24,0.5512,72.71,50.0,0.4541,0.8506,0.5918,2,0.01690209419880362,0.06652753376664886,0.9165703720345476,2
Site_1,1,27.78,54.95,0.6912,60.45,50.0,0.2089,0.2595,0.2466,1,0.1975949678531004,0.7152797564981882,0.0871252756487114,1
Site_1,0,27.25,47.39,0.8746,45.43,50.0,-0.0915,0.2417,0.1097,0,0.9291210166512985,0.0569189517388854,0.013960031609816135,0
Site_1,1,33.59,69.11,0.6714,59.14,50.0,0.1828,0.4529,0.3065,1,0.027508309918686188,0.9448428873796176,0.027648802701696125,1
Site_1,0,21.29,40.81,0.8049,52.74,50.0,0.0549,0.0431,0.0788,0,0.855743099931525,0.11432288168963282,0.029934018378842273,0
Site_1,0,25.54,58.56,0.8896,40.5,50.0,-0.19,0.1845,0.0867,0,0.8932756524596737,0.08179144704087368,0.024932900499452668,0
Site_1,0,26.35,58.64,0.9837,44.86,50.0,-0.1028,0.2116,0.0773,0,0.8835171276161576,0.08943642573156797,0.027046446652274462,0
Site_1,1,31.3,71.54,0.7509,54.14,50.0,0.0828,0.3766,0.2189,1,0.24059317453173806,0.702882781795779,0.05652404367248291,1
Site_1,0,26.06,57.06,0.9085,53.26,50.0,0.0652,0.2019,0.1183,0,0.9013320253901038,0.08077770480454437,0.017890269805351685,0
Site_1,1,30.52,61.4,0.748,50.0,50.0,0.0,0.3507,0.1732,1,0.4516833609700465,0.4810087610584972,0.06730787797145617,1
Site_1,2,43.28,48.47,0.6453,87.1,50.0,0.7421,0.7762,0.6765,2,0.07254224718324638,0.21222447143543693,0.7152332813813167,2
Site_1,1,39.64,63.66,0.7685,57.66,50.0,0.1532,0.6548,0.3444,1,0.10245204548867796,0.790271961520936,0.10727599299038595,1
Site_1,0,28.57,37.03,0.8608,43.22,50.0,-0.1357,0.2857,0.1278,0,0.8498059674593703,0.11980338696676172,0.030390645573867822,0
Site_1,0,24.97,46.4,0.895,48.48,50.0,-0.0304,0.1656,0.079,0,0.9936754493472856,0.005055144219513508,0.001269406433200894,0
Site_1,0,25.9,42.04,0.9504,51.82,50.0,0.0364,0.1965,0.0951,0,0.9052405875738477,0.07561799354501018,0.019141418881142052,0
Site_1,0,22.71,55.67,0.8468,48.8,50.0,-0.0239,0.0905,0.0623,0,0.9771291085895608,0.018115441485504005,0.004755449924935342,0
Site_1,0,21.73,58.17,0.8872,49.68,50.0,-0.0064,0.0578,0.0428,0,0.9708848354397633,0.02271266977221847,0.006402494788018284,0
Site_1,0,22.16,43.7,0.7885,42.61,50.0,-0.1478,0.0719,0.0675,0,0.8634806384216915,0.10432107649304784,0.032198285085260805,0
Site_1,0,26.54,57.7,0.9378,50.77,50.0,0.0154,0.2179,0.0956,0,0.9187677221503716,0.06528627697395878,0.015946000875669542,0
Site_1,1,32.1,58.34,0.656,52.8,50.0,0.0561,0.4035,0.2352,1,0.1806064758253444,0.7276129231477954,0.09178060102686032,1
Site_1,0,23.54,61.27,0.9625,38.0,50.0,-0.24,0.118,0.0488,0,0.8471825897478447,0.11276636401821867,0.040051046233936585,0
Site_1,1,35.23,77.65,0.85,68.58,50.0,0.3716,0.5077,0.3749,1,0.15217974815989202,0.70197064413058,0.14584960770952796,1
Site_1,0,25.29,62.05,0.8377,47.47,50.0,-0.0506,0.1764,0.0942,0,0.9669100122956319,0.026770044280156648,0.006319943424211532,0
Site_1,2,39.06,32.01,0.5178,75.12,50.0,0.5024,0.6354,0.5449,2,0.009765880144297882,0.04102009838983546,0.9492140214658665,2
Site_1,2,42.69,41.12,0.5983,73.1,50.0,0.462,0.7562,0.5529,2,0.021375936102742812,0.10315818303713625,0.875465880860121,2
Site_1,1,34.69,57.56,0.8382,72.41,50.0,0.4482,0.4898,0.4055,1,0.1576674367549376,0.6425214295963411,0.19981113364872138,1
Site_1,0,19.14,39.44,0.8722,46.71,50.0,-0.0658,0.0,0.0256,0,0.9357997486446105,0.048830857733118675,0.01536939362227082,0
Site_1,2,45.41,41.43,0.4977,76.28,50.0,0.5256,0.8471,0.6334,2,0.011423270396814022,0.03879705108822961,0.9497796785149564,2
Site_1,2,43.35,65.0,0.4785,78.86,50.0,0.5773,0.7785,0.6365,2,0.011006439198634702,0.036073411469144744,0.9529201493322207,2
Site_1,0,25.24,59.51,0.8999,49.4,50.0,-0.0119,0.1748,0.0812,0,0.9860553376717269,0.01120350389538466,0.0027411584328883984,0
Site_1,0,25.61,53.57,0.8248,51.39,50.0,0.0278,0.1869,0.113,0,0.9054264131865633,0.07882778751348427,0.015745799299952398,0
Site_1,0,25.26,58.06,0.8912,44.27,50.0,-0.1147,0.1752,0.0831,0,0.9585491522590004,0.032470282544573494,0.008980565196426175,0
Site_1,0,25.89,58.59,0.9418,50.05,50.0,0.0011,0.1964,0.0809,0,0.9372649461895115,0.049962627804515,0.012772426005973538,0
Site_1,0,24.02,46.9,0.8695,45.38,50.0,-0.0923,0.134,0.073,0,0.9791073143916805,0.016399512288200878,0.004493173320118678,0
Site_1,0,25.65,51.44,0.9141,49.13,50.0,-0.0173,0.1884,0.0831,0,0.9729925547682329,0.02163166301001367,0.00537578222175351,0
Site_1,0,26.06,52.11,0.9168,51.65,50.0,0.0331,0.202,0.1022,0,0.93423559216644,0.05334817586446591,0.012416231969094051,0
Site_1,2,37.93,56.95,0.6023,78.61,50.0,0.5723,0.5978,0.5463,2,0.043456185221849665,0.18542945931566326,0.7711143554624871,2
